"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Анненков, П. Е.";"Анненков";"П. Е.";"П. Е.";"Анненков";"Анненкову";"";"Анненков, П. Е.";"";""
"Анненков, П. С.";"Анненков";"П. С.";"П. С.";"Анненков";"Анненкову";"";"Анненков, П. С.";"";""
"Анненков, Павел Васильевич";"Анненков";"Павел Васильевич";"П. В.";"Анненков";"Анненков";"Анненков, Павел Васильевич";"Анненков, П. В.";"";""
"Анненкова, А. П.";"Анненкова";"А. П.";"А. П.";"Анненкова";"Анненковой";"";"Анненкова, А. П.";"";""
"Анненкова, Л. Ф.";"Анненкова";"Л. Ф.";"Л. Ф.";"Анненкова";"Анненковой";"";"Анненкова, Л. Ф.";"";""
"Анненковы, А. П.";"Анненковы";"А. П.";"А. П.";"Анненков";"Анненковым";"";"Анненков, А. П.";"";""
"Анненковы, Г. А.";"Анненковы";"Г. А.";"Г. А.";"Анненков";"Анненковым";"";"Анненков, Г. А.";"";""
"Анненковы, И. В.";"Анненковы";"И. В.";"И. В.";"Анненков";"Анненковым";"";"Анненков, И. В.";"";""
"Анненковы, И. П.";"Анненковы";"И. П.";"И. П.";"Анненков";"Анненковым";"";"Анненков, И. П.";"";""
"Анненковы, П. В.";"Анненковы";"Павел Васильевич";"П. В.";"Анненков";"Анненковым";"Анненков, Павел Васильевич";"Анненков, П. В.";"";""
"Анненковы, Ф. В.";"Анненковы";"Ф. В.";"Ф. В.";"Анненков";"Анненковым";"";"Анненков, Ф. В.";"";""
"Анненковы, Ф. П.";"Анненковы";"Ф. П.";"Ф. П.";"Анненков";"Анненковым";"";"Анненков, Ф. П.";"";""
"Анненский, Н. Ф.";"Анненский";"Николай Фёдорович";"Н. Ф.";"Анненский";"Анненскому";"Анненский, Николай Фёдорович";"Анненский, Н. Ф.";"";""
"Анненский, Николай Фёдорович";"Анненский";"Николай Фёдорович";"Н. Ф.";"Анненский";"Анненский";"Анненский, Николай Фёдорович";"Анненский, Н. Ф.";"";""
"Анонимный адресант";"Анонимный адресант";"";"";"Анонимный адресант";"Анонимный адресант";"Анонимный адресант";"Анонимный адресант, ";"";""
"Анри Казадезюс";"Анри Казадезюс";"";"";"Анри Казадезюс";"Анри Казадезюс";"";"Анри Казадезюс";"";""
"Анри Мартен";"Анри Мартен";"";"";"Анри Мартен";"Анри Мартену";"";"Анри Мартен";"";""
"Анском, Ф. И.";"Анском";"Ф. И.";"Ф. И.";"Анском";"Анскому";"";"Анском, Ф. И.";"";""
"Антипин, И. Ф.";"Антипин";"И. Ф.";"И. Ф.";"Антипин";"Антипину";"";"Антипин, И. Ф.";"";""
"Антипова, О. А.";"Антипова";"О. А.";"О. А.";"Антипова";"Антиповой";"";"Антипова, О. А.";"";""
"Антокольский, М. М.";"Антокольский";"М. М.";"М. М.";"Антокольский";"Антокольскому";"";"Антокольский, М. М.";"";""
"Антон Гейгенбергер";"Антон Гейгенбергер";"";"";"Антон Гейгенбергер";"Антону Гейгенбергеру";"";"Антон Гейгенбергер";"";""
"Антоний";"Антоний";"";"";"Антоний";"Антонию";"";"Антоний";"";""
"Антонов, Л. З.";"Антонов";"Л. З.";"Л. З.";"Антонов";"Антонову";"";"Антонов, Л. З.";"";""
"Антонова, А.";"Антонова";"А.";"А.";"Антонова";"Антоновой";"";"Антонова, А.";"";""
"Антонович, А.";"Антонович";"А.";"А.";"Антонович";"Антонович";"Антонович, А.";"Антонович, А.";"";""
"Антонович, М. А.";"Антонович";"Максим Алексеевич";"М. А.";"Антонович";"Антоновичу";"Антонович, Максим Алексеевич";"Антонович, М. А.";"";""
"Антонович, Максим Алексеевич";"Антонович";"Максим Алексеевич";"М. А.";"Антонович";"Антонович";"Антонович, Максим Алексеевич";"Антонович, М. А.";"";""
"Анучин, Д. Н.";"Анучин";"Д. Н.";"Д. Н.";"Анучин";"Анучину";"";"Анучин, Д. Н.";"";""
"Анучин, Н.";"Анучин";"Н.";"Н.";"Анучин";"Анучину";"";"Анучин, Н.";"";""
"Аншина, А. Ф.";"Аншина";"А. Ф.";"А. Ф.";"Аншина";"Аншиной";"";"Аншина, А. Ф.";"";""
"Апасов, Н.";"Апасов";"Н.";"Н.";"Апасов";"Апасову";"";"Апасов, Н.";"";""
"Аполлов, А. И.";"Аполлов";"А. И.";"А. И.";"Аполлов";"Аполлову";"";"Аполлов, А. И.";"";""
"Аполлов, А. М.";"Аполлов";"А. М.";"А. М.";"Аполлов";"Аполлову";"";"Аполлов, А. М.";"";""
"Апраксин, С. А.";"Апраксин";"С. А.";"С. А.";"Апраксин";"Апраксину";"";"Апраксин, С. А.";"";""
"Апраксина, С. П.";"Апраксина";"С. П.";"С. П.";"Апраксина";"Апраксиной";"";"Апраксина, С. П.";"";""
"Апрелева";"Апрелева";"";"";"Апрелева";"Апрелевой";"";"Апрелева";"";""
"Апрелева, Е. А.";"Апрелева";"Е. А.";"Е. А.";"Апрелева";"Апрелевой";"";"Апрелева, Е. А.";"";""
"Апрелова, Елена Ивановна (Ардов, Бламберг)";"Апрелова";"Елена Ивановна (Ардов";"Е. И.";"Апрелова";"Апрелова";"Апрелова, Елена Ивановна (Ардов, Бламберг)";"Апрелова, Е. И.";"";""
"Апухтин, А. Н.";"Апухтин";"Алексей Николаевич";"А. Н.";"Апухтин";"Апухтину";"Апухтин, Алексей Николаевич";"Апухтин, А. Н.";"";""
"Апухтин, Алексей Николаевич";"Апухтин";"Алексей Николаевич";"А. Н.";"Апухтин";"Апухтин";"Апухтин, Алексей Николаевич";"Апухтин, А. Н.";"";""
"Арабажи, Н. В.";"Арабажи";"Н. В.";"Н. В.";"Арабажи";"Арабажи";"";"Арабажи, Н. В.";"";""
"Аракчеев, А.";"Аракчеев";"А.";"А.";"Аракчеев";"Аракчееву";"";"Аракчеев, А.";"";""
"Аракчеев, А. А.";"Аракчеев";"А. А.";"А. А.";"Аракчеев";"Аракчееву";"";"Аракчеев, А. А.";"";""
"Арам Баравьян";"Арам Баравьян";"";"";"Арам Баравьян";"Араму Баравьяну";"";"Арам Баравьян";"";""
"Арапетов, И. П.";"Арапетов";"И. П.";"И. П.";"Арапетов";"Арапетову";"";"Арапетов, И. П.";"";""
"Арапов, Пимен Николаевич";"Арапов";"Пимен Николаевич";"П. Н.";"Арапов";"Арапов";"Арапов, Пимен Николаевич";"Арапов, П. Н.";"";""
"Арбенев, А. П.";"Арбенев";"А. П.";"А. П.";"Арбенев";"Арбеневу";"";"Арбенев, А. П.";"";""
"Арбенева, А. Н.";"Арбенева";"А. Н.";"А. Н.";"Арбенева";"Арбеневой";"";"Арбенева, А. Н.";"";""
"Арбушевская, Л. Ю.";"Арбушевская";"Л. Ю.";"Л. Ю.";"Арбушевская";"Арбушевской";"";"Арбушевская, Л. Ю.";"";""
"Арвид Ернефельт";"Арвид Ернефельт";"";"";"Арвид Ернефельт";"Арвиду Ернефельту";"";"Арвид Ернефельт";"";""
"Аргамаков, С. Т.";"Аргамаков";"С. Т.";"С. Т.";"Аргамаков";"Аргамакову";"";"Аргамаков, С. Т.";"";""
"Аргутинский-Долгоруков, В. Н.";"Аргутинский-Долгоруков";"В. Н.";"В. Н.";"Аргутинский-Долгоруков";"Аргутинскому-Долгорукову";"";"Аргутинский-Долгоруков, В. Н.";"";""
"Ардов";"Ардов";"";"";"Ардов";"Ардову";"";"Ардов";"";""
"Ардов, Е.";"Ардов";"Е.";"Е.";"Ардов";"Ардову";"";"Ардов, Е.";"";""
"Ардов, Е. И.";"Ардов";"Е. И.";"Е. И.";"Ардов";"Ардову";"";"Ардов, Е. И.";"";""
"Арзамасцы";"Арзамасцы";"";"";"Арзамасец";"Арзамасцам";"";"Арзамасец";"";""
"Арина Родионовна";"Арина Родионовна";"";"";"Арина Родионовна";"Арина Родионовна";"Арина Родионовна";"Арина Родионовна, ";"";""
"Армфелёд, А. О.";"Армфелёд";"А. О.";"А. О.";"Армфелёд";"Армфельду";"";"Армфелёд, А. О.";"";""
"Аронова, Р.";"Аронова";"Р.";"Р.";"Аронова";"Ароновой";"";"Аронова, Р.";"";""
"Арсений Иеромонах";"Арсений Иеромонах";"";"";"Арсений Иеромонах";"Арсению Иеромонаху";"";"Арсений Иеромонах";"";""
"Арсеньев, Дмитрий Николаевич";"Арсеньев";"Дмитрий Николаевич";"Д. Н.";"Арсеньев";"Арсеньев";"Арсеньев, Дмитрий Николаевич";"Арсеньев, Д. Н.";"";""
"Арсеньев, Дмитрий Сергеевич";"Арсеньев";"Дмитрий Сергеевич";"Д. С.";"Арсеньев";"Арсеньев";"Арсеньев, Дмитрий Сергеевич";"Арсеньев, Д. С.";"";""
"Арсеньев, И. А.";"Арсеньев";"И. А.";"И. А.";"Арсеньев";"Арсеньеву";"";"Арсеньев, И. А.";"";""
"Арсеньев, К. И.";"Арсеньев";"Константин Иванович";"К. И.";"Арсеньев";"Арсеньеву";"Арсеньев, Константин Иванович";"Арсеньев, К. И.";"";""
"Арсеньев, К. К.";"Арсеньев";"Константин Константинович";"К. К.";"Арсеньев";"Арсеньеву";"Арсеньев, Константин Константинович";"Арсеньев, К. К.";"";""
"Арсеньев, Константин Иванович";"Арсеньев";"Константин Иванович";"К. И.";"Арсеньев";"Арсеньев";"Арсеньев, Константин Иванович";"Арсеньев, К. И.";"";""
